user_id,O_Score,C_Score,E_Score,A_Score,N_Score,Team_CPB-I-mean,Team_CPB-O-mean,Users-less-mean-A,Users-less-mean-C,Team_CPB-I-median,Team_CPB-O-median,Dpt-CPB-I-mean,Dpt_CPB-O-mean,Dpt_CPB-I-median,Dpt_CPB-O-median,Leader_CPB-I,Leader_CPB-O
RHL0268,14.0,18.0,42.0,23.0,32.0,-14.3950967742,-19.5370064516,17,15,-16.94,-19.726,-14.9218758837,-19.382605813,-15.972,-18.9108,-10.648,-25.6072,
NSW3199,46.0,22.0,42.0,37.0,33.0,-15.477,-20.0243909091,23,19,-17.424,-20.1336,-14.9578338462,-19.7247212308,-15.972,-19.9508,-18.876,-16.6764,
VJC1974,42.0,21.0,14.0,40.0,24.0,-15.9514042553,-19.5130297872,27,16,-17.424,-18.8336,-14.9218758837,-19.382605813,-15.972,-18.9108,-15.972,-30.3508,
CAH1839,18.0,35.0,43.0,17.0,23.0,-15.8072340426,-19.7235319149,26,17,-17.424,-18.8336,-14.9218758837,-19.382605813,-15.972,-18.9108,-20.812,-20.9068,
CAC0147,30.0,12.0,19.0,31.0,24.0,0,0,0,0,0,0,-15.1798119658,-19.8936598291,-16.456,-20.6184,-18.876,-27.5964,
KDH1284,43.0,45.0,17.0,34.0,30.0,-16.056173913,-18.8347304348,26,16,-18.15,-18.015,-14.9218758837,-19.382605813,-15.972,-18.9108,-21.296,-17.9344,
PTS2487,16.0,16.0,13.0,10.0,36.0,-14.377,-17.7034818182,29,23,-14.762,-16.4618,-14.9218758837,-19.382605813,-15.972,-18.9108,-6.776,-15.5864,
KCG0979,41.0,30.0,20.0,42.0,38.0,-15.2658360656,-18.5164327869,38,28,-17.424,-17.2736,-14.8882043011,-19.4707172043,-16.456,-19.0584,-21.296,-28.3344,
MMB0185,26.0,25.0,24.0,10.0,23.0,-14.9717333333,-18.9755377778,25,21,-15.488,-16.1632,-14.9218758837,-19.382605813,-15.972,-18.9108,-8.228,-12.9092,
BRW0963,39.0,41.0,16.0,30.0,27.0,-15.9884067797,-19.8236,28,20,-17.908,-21.0612,-15.4025108696,-20.250498913,-16.94,-20.766,-8.228,-20.1892,
JSH3019,30.0,35.0,19.0,37.0,29.0,-16.94,-20.506,2,1,-17.182,-21.3598,-14.9255135135,-18.5635567568,-16.456,-18.0184,-17.424,-11.0336,
AGF0742,36.0,48.0,35.0,36.0,27.0,-15.2944,-20.3450488889,23,19,-16.94,-19.726,-15.1798119658,-19.8936598291,-16.456,-20.6184,-17.908,-23.1412,
ADG1737,35.0,21.0,25.0,26.0,35.0,-14.6732666667,-19.03474,35,30,-15.73,-16.497,-15.4025108696,-20.250498913,-16.94,-20.766,-9.196,-13.2044,
DWD2621,49.0,40.0,26.0,45.0,20.0,-15.6332,-21.77148,12,13,-17.666,-24.8874,-14.9218758837,-19.382605813,-15.972,-18.9108,-17.908,-25.7412,
HDH3751,20.0,14.0,46.0,10.0,26.0,-14.5914098361,-19.5979737705,28,31,-15.004,-21.7356,-14.8882043011,-19.4707172043,-16.456,-19.0584,-18.876,-21.3564,
ANC1834,30.0,47.0,17.0,21.0,33.0,-14.458212766,-19.7546893617,25,27,-14.52,-18.988,-14.9218758837,-19.382605813,-15.972,-18.9108,-22.748,-29.2972,
CSR0612,29.0,16.0,24.0,20.0,23.0,-15.6385777778,-20.6348977778,22,18,-17.424,-21.9536,-15.1798119658,-19.8936598291,-16.456,-20.6184,-9.68,-11.272,
AKG2702,21.0,30.0,44.0,34.0,27.0,-14.223,-17.3728818182,30,23,-14.036,-15.7204,-14.9218758837,-19.382605813,-15.972,-18.9108,-19.36,-25.144,
YZC3244,41.0,42.0,32.0,18.0,29.0,-15.8158709677,-19.5844774194,38,23,-17.424,-17.7936,-14.9218758837,-19.382605813,-15.972,-18.9108,-15.488,-30.7232,
YMB2953,27.0,50.0,36.0,46.0,29.0,-16.3739661017,-20.1967728814,30,21,-17.908,-20.5412,-15.4025108696,-20.250498913,-16.94,-20.766,-23.232,-25.2848,
SRH3590,32.0,48.0,20.0,13.0,32.0,-13.442,-18.7892545455,25,27,-11.374,-16.4686,-14.9578338462,-19.7247212308,-15.972,-19.9508,-11.616,-11.3424,
BSS2956,20.0,11.0,26.0,27.0,24.0,-16.6938983051,-20.4617966102,29,20,-17.908,-21.0612,-15.4025108696,-20.250498913,-16.94,-20.766,-23.232,-25.2848,
PSS2051,23.0,40.0,30.0,21.0,34.0,-14.7226046512,-21.3353674419,15,18,-16.456,-23.2184,-15.1798119658,-19.8936598291,-16.456,-20.6184,-15.488,-23.4432,
BSM2288,50.0,40.0,20.0,45.0,27.0,-15.5832131148,-19.491252459,35,23,-17.424,-18.3136,-14.8882043011,-19.4707172043,-16.456,-19.0584,-20.812,-27.1468,
CPP2909,43.0,36.0,17.0,45.0,36.0,-13.8262666667,-20.25844,25,32,-12.342,-21.9638,-14.8882043011,-19.4707172043,-16.456,-19.0584,-21.78,-18.082,
SWA1824,41.0,22.0,21.0,10.0,33.0,-14.7156595745,-19.9549021277,25,26,-14.52,-18.988,-14.9218758837,-19.382605813,-15.972,-18.9108,-22.748,-29.2972,
HVR0633,37.0,39.0,25.0,18.0,41.0,-14.4984888889,-19.7325511111,21,22,-15.488,-21.3632,-15.1798119658,-19.8936598291,-16.456,-20.6184,-15.488,-26.5632,
LCG0784,33.0,41.0,34.0,10.0,36.0,-14.7673777778,-18.8207733333,26,20,-16.456,-18.0184,-14.9218758837,-19.382605813,-15.972,-18.9108,-19.36,-25.664,
DCM3288,19.0,37.0,43.0,38.0,30.0,-14.1378947368,-19.6012982456,30,30,-12.584,-18.9176,-15.0351142857,-20.0305742857,-16.456,-20.6184,-20.328,-32.1992,
GKG2763,33.0,20.0,41.0,21.0,28.0,-15.3266666667,-19.1213333333,33,28,-15.972,-17.6108,-14.9218758837,-19.382605813,-15.972,-18.9108,-17.424,-20.9136,
CAM2468,42.0,36.0,37.0,25.0,33.0,-15.9289777778,-19.4754577778,25,17,-18.392,-18.6088,-15.1798119658,-19.8936598291,-16.456,-20.6184,-7.26,-13.654,
BPM3694,32.0,43.0,21.0,22.0,27.0,-15.2829152542,-20.6660813559,24,28,-16.94,-23.886,-15.0351142857,-20.0305742857,-16.456,-20.6184,-17.908,-22.6212,
LMJ3535,41.0,30.0,22.0,40.0,34.0,-13.7160677966,-18.4167322034,35,36,-13.552,-17.1328,-14.9218758837,-19.382605813,-15.972,-18.9108,-9.196,-21.5244,
JOR2627,13.0,44.0,12.0,21.0,25.0,-14.9727741935,-18.1783354839,38,29,-16.94,-17.646,-14.9218758837,-19.382605813,-15.972,-18.9108,-19.844,-17.4916,
VND1667,45.0,21.0,41.0,24.0,38.0,-14.4297627119,-20.0709898305,28,28,-15.972,-20.4708,-15.4025108696,-20.250498913,-16.94,-20.766,-20.328,-17.1192,
GIM0786,39.0,37.0,20.0,35.0,30.0,-14.8104,-18.5450044444,27,20,-16.456,-17.4984,-14.9218758837,-19.382605813,-15.972,-18.9108,-19.36,-25.664,
JLG2952,15.0,30.0,25.0,21.0,31.0,-16.5380338983,-20.4671457627,29,20,-17.908,-21.0612,-15.4025108696,-20.250498913,-16.94,-20.766,-23.232,-25.2848,
AIA2005,17.0,24.0,24.0,18.0,24.0,-15.3709032258,-19.1887806452,35,27,-16.698,-18.8722,-14.9218758837,-19.382605813,-15.972,-18.9108,-12.1,-16.69,
MBB2649,40.0,37.0,34.0,24.0,32.0,-15.1895333333,-19.0535133333,33,29,-15.972,-17.6108,-14.9218758837,-19.382605813,-15.972,-18.9108,-14.52,-23.148,
MIA3825,37.0,15.0,23.0,19.0,22.0,-14.5834754098,-19.5188327869,28,31,-15.004,-21.7356,-14.8882043011,-19.4707172043,-16.456,-19.0584,-16.94,-30.646,
NJW2402,39.0,45.0,40.0,22.0,36.0,-13.7536666667,-20.4356333333,24,32,-12.342,-22.2238,-14.8882043011,-19.4707172043,-16.456,-19.0584,-14.52,-25.748,
SEN0534,40.0,21.0,14.0,15.0,23.0,-14.4565245902,-19.1306098361,35,32,-14.52,-17.428,-14.9218758837,-19.382605813,-15.972,-18.9108,-7.26,-23.534,
HHW2471,42.0,40.0,16.0,43.0,17.0,-15.8859555556,-19.2543377778,26,17,-17.908,-18.4612,-15.1798119658,-19.8936598291,-16.456,-20.6184,-7.26,-13.654,
LLG2958,47.0,42.0,16.0,33.0,32.0,-16.4395932203,-20.3313627119,30,21,-17.908,-20.5412,-15.4025108696,-20.250498913,-16.94,-20.766,-23.232,-25.2848,
IOM0542,43.0,10.0,40.0,22.0,28.0,-15.1008,-18.7837866667,26,19,-16.94,-18.166,-14.9218758837,-19.382605813,-15.972,-18.9108,-17.908,-21.0612,
XBL3922,39.0,35.0,19.0,30.0,23.0,-13.8622564103,-19.1740820513,20,21,-13.068,-18.5452,-15.0351142857,-20.0305742857,-16.456,-20.6184,-7.744,-10.1616,
FZS0969,34.0,22.0,36.0,27.0,38.0,-15.3293114754,-18.6636590164,37,28,-17.424,-17.2736,-14.8882043011,-19.4707172043,-16.456,-19.0584,-21.296,-28.3344,
UDB1170,36.0,43.0,15.0,21.0,36.0,-14.3748,-18.6230533333,33,30,-15.73,-17.277,-14.9218758837,-19.382605813,-15.972,-18.9108,-17.424,-14.1536,
SSS3091,41.0,38.0,43.0,48.0,20.0,-15.4987555556,-20.4882577778,20,19,-17.424,-20.9136,-14.9218758837,-19.382605813,-15.972,-18.9108,-8.712,-25.5368,
HZM3056,34.0,21.0,18.0,16.0,35.0,-15.488,-20.2759272727,22,19,-17.424,-20.6536,-14.9578338462,-19.7247212308,-15.972,-19.9508,-18.392,-25.8888,
NNM2862,38.0,23.0,46.0,10.0,29.0,-14.7168813559,-20.555159322,26,29,-15.972,-22.0308,-15.0351142857,-20.0305742857,-16.456,-20.6184,-11.132,-23.6748,
GRL3110,40.0,41.0,14.0,16.0,40.0,-15.8236774194,-19.6036322581,38,23,-17.424,-17.7936,-14.9218758837,-19.382605813,-15.972,-18.9108,-21.296,-24.6944,
BCC0456,38.0,36.0,33.0,19.0,26.0,-15.1077142857,-21.7672285714,6,7,-15.488,-23.1832,-15.3290048309,-19.4859207729,-16.94,-19.206,-19.844,-26.8516,
CAR0928,17.0,45.0,41.0,25.0,29.0,-15.1468196721,-18.6250557377,37,29,-16.94,-17.126,-14.8882043011,-19.4707172043,-16.456,-19.0584,-8.712,-10.4568,
NEB3445,43.0,43.0,41.0,40.0,32.0,-15.1106440678,-19.3532067797,33,26,-16.456,-18.5384,-14.8882043011,-19.4707172043,-16.456,-19.0584,-14.52,-27.308,
DBT0141,33.0,34.0,10.0,13.0,30.0,-14.3095652174,-20.0768695652,21,26,-14.52,-21.848,-14.9578338462,-19.7247212308,-15.972,-19.9508,-6.776,-23.3864,
SKP3263,33.0,22.0,19.0,19.0,36.0,-15.4638,-19.84782,18,16,-16.698,-21.9922,-15.0351142857,-20.0305742857,-16.456,-20.6184,-10.164,-11.4196,
JOA0305,18.0,20.0,21.0,17.0,23.0,-15.2056666667,-20.7137666667,26,24,-16.698,-22.2522,-15.0351142857,-20.0305742857,-16.456,-20.6184,-18.392,-14.4488,
MQR1657,34.0,18.0,16.0,21.0,32.0,-14.4543728814,-20.1049355932,28,28,-15.972,-20.4708,-15.4025108696,-20.250498913,-16.94,-20.766,-20.328,-17.1192,
AWH2466,41.0,36.0,17.0,33.0,29.0,-15.9289777778,-19.3830133333,26,17,-18.392,-18.6088,-15.1798119658,-19.8936598291,-16.456,-20.6184,-7.26,-13.654,
KBO2708,44.0,14.0,17.0,25.0,23.0,-14.399,-17.5329181818,29,23,-14.762,-15.9418,-14.9218758837,-19.382605813,-15.972,-18.9108,-19.36,-25.144,
JCC1381,19.0,18.0,15.0,35.0,37.0,-14.971,-20.4019,21,20,-16.456,-21.3984,-15.1798119658,-19.8936598291,-16.456,-20.6184,-7.26,-21.454,
RDB1693,16.0,15.0,26.0,24.0,21.0,-15.0791034483,-19.4005724138,31,25,-16.94,-19.206,-14.8882043011,-19.4707172043,-16.456,-19.0584,-9.68,-13.872,
CGC1132,43.0,38.0,41.0,20.0,26.0,-14.5405957447,-19.5364085106,20,24,-15.004,-20.1756,-14.9218758837,-19.382605813,-15.972,-18.9108,-13.552,-14.5328,
DAD2620,19.0,31.0,20.0,39.0,28.0,-15.7784,-21.91976,12,12,-17.908,-24.9612,-14.9218758837,-19.382605813,-15.972,-18.9108,-17.908,-25.7412,
WDD0499,20.0,18.0,19.0,35.0,30.0,-14.8749333333,-19.5469066667,23,20,-16.456,-18.0184,-15.1798119658,-19.8936598291,-16.456,-20.6184,-7.744,-8.0816,
BEA0311,42.0,42.0,18.0,30.0,23.0,-15.0282,-20.54698,27,25,-16.456,-22.1784,-15.0351142857,-20.0305742857,-16.456,-20.6184,-18.392,-14.4488,
JDV1245,34.0,38.0,35.0,14.0,32.0,-14.751,-20.5829909091,20,21,-15.73,-22.217,-15.1798119658,-19.8936598291,-16.456,-20.6184,-10.648,-13.1272,
APP1054,14.0,19.0,47.0,23.0,29.0,-17.6277894737,-19.0599578947,11,6,-19.844,-17.4916,-15.3290048309,-19.4859207729,-16.94,-19.206,-19.844,-19.0516,
BCM3794,21.0,27.0,35.0,43.0,37.0,-15.7622666667,-20.7621733333,27,22,-16.94,-22.586,-15.4025108696,-20.250498913,-16.94,-20.766,-17.908,-13.2612,
MHV1529,33.0,40.0,24.0,28.0,33.0,-15.8928,-20.0873745455,29,21,-17.424,-19.3536,-15.0351142857,-20.0305742857,-16.456,-20.6184,-19.844,-15.9316,
WJC0470,39.0,26.0,24.0,26.0,29.0,-14.3937391304,-19.9555826087,21,25,-14.52,-21.848,-14.9578338462,-19.7247212308,-15.972,-19.9508,-18.876,-15.1164,
NTP2146,39.0,43.0,47.0,36.0,27.0,-14.6898245614,-21.9134736842,18,27,-15.972,-23.0708,-14.9218758837,-19.382605813,-15.972,-18.9108,-18.876,-23.4364,
ERC1840,26.0,37.0,22.0,28.0,32.0,-15.7866382979,-19.5955489362,26,17,-17.424,-18.8336,-14.9218758837,-19.382605813,-15.972,-18.9108,-20.812,-20.9068,
HMY0235,39.0,37.0,37.0,18.0,26.0,-15.4127111111,-20.5891288889,22,19,-16.94,-21.806,-15.1798119658,-19.8936598291,-16.456,-20.6184,-17.908,-23.1412,
KEF1057,35.0,39.0,47.0,19.0,32.0,-17.1183157895,-19.0140631579,11,7,-19.844,-18.0116,-15.3290048309,-19.4859207729,-16.94,-19.206,-19.844,-19.0516,
TAM3048,26.0,25.0,39.0,43.0,29.0,-14.8588,-18.38932,12,8,-16.94,-17.126,-15.3290048309,-19.4859207729,-16.94,-19.206,-8.712,-12.0168,
GMH2027,18.0,27.0,32.0,23.0,29.0,-14.8256842105,-22.0735017544,17,26,-15.972,-23.5908,-14.9218758837,-19.382605813,-15.972,-18.9108,-18.876,-10.9564,
LCM1480,16.0,42.0,34.0,21.0,30.0,-14.3559322034,-19.2905084746,31,28,-16.456,-19.0584,-14.9218758837,-19.382605813,-15.972,-18.9108,-6.776,-12.4664,
PAM0505,39.0,30.0,38.0,12.0,34.0,-14.7458666667,-19.7733244444,22,20,-16.456,-20.6184,-15.1798119658,-19.8936598291,-16.456,-20.6184,-7.744,-8.0816,
UMH1532,42.0,40.0,25.0,47.0,34.0,-15.8928,-19.9077381818,30,21,-17.424,-19.3536,-15.0351142857,-20.0305742857,-16.456,-20.6184,-19.844,-15.9316,
KNS0539,40.0,42.0,45.0,43.0,34.0,-14.7566222222,-18.43616,27,20,-16.456,-17.4984,-14.9218758837,-19.382605813,-15.972,-18.9108,-17.908,-21.0612,
RIS2436,37.0,38.0,18.0,24.0,34.0,-15.0294736842,-19.5265263158,9,10,-14.52,-20.028,-15.3290048309,-19.4859207729,-16.94,-19.206,-8.712,-23.4568,
RMB2275,38.0,17.0,39.0,18.0,32.0,-14.7055333333,-19.1139133333,35,30,-15.73,-17.017,-15.4025108696,-20.250498913,-16.94,-20.766,-8.712,-25.0168,
BBF2388,44.0,41.0,17.0,22.0,34.0,-14.9961935484,-18.1770903226,38,29,-16.94,-17.646,-14.9218758837,-19.382605813,-15.972,-18.9108,-9.68,-27.392,
IMR3660,49.0,15.0,26.0,11.0,26.0,-15.5126101695,-20.8330779661,24,27,-17.908,-24.1812,-15.0351142857,-20.0305742857,-16.456,-20.6184,-9.68,-24.792,
SML1923,40.0,41.0,50.0,10.0,28.0,-14.7113488372,-21.4649581395,15,18,-16.456,-23.2184,-15.1798119658,-19.8936598291,-16.456,-20.6184,-17.908,-22.6212,
MSF3311,43.0,50.0,15.0,40.0,33.0,-15.125,-19.4715,19,17,-16.456,-21.1384,-15.0351142857,-20.0305742857,-16.456,-20.6184,-23.232,-13.8448,
BBH3779,34.0,36.0,12.0,12.0,38.0,-15.6896666667,-21.0087,26,23,-16.94,-23.366,-15.4025108696,-20.250498913,-16.94,-20.766,-17.908,-13.2612,
CAR2900,22.0,30.0,36.0,29.0,26.0,-16.5380338983,-20.3966372881,29,20,-17.908,-21.0612,-15.4025108696,-20.250498913,-16.94,-20.766,-12.584,-24.6376,
JCH3456,36.0,17.0,22.0,46.0,34.0,-15.3239322034,-19.3653694915,33,25,-16.456,-18.5384,-14.8882043011,-19.4707172043,-16.456,-19.0584,-14.52,-27.308,
TSD2948,38.0,39.0,37.0,24.0,32.0,-16.4642033898,-20.4181898305,29,21,-17.908,-21.0612,-15.4025108696,-20.250498913,-16.94,-20.766,-23.232,-25.2848,
JCR3919,36.0,40.0,21.0,23.0,21.0,-13.8002051282,-19.2484923077,19,21,-13.068,-19.5852,-15.0351142857,-20.0305742857,-16.456,-20.6184,-7.744,-10.1616,
CRC0348,19.0,43.0,18.0,20.0,28.0,-15.0201333333,-20.6311866667,26,25,-16.456,-22.1784,-15.0351142857,-20.0305742857,-16.456,-20.6184,-8.228,-11.8692,
DAH2506,43.0,22.0,14.0,17.0,26.0,-15.9236,-22.3453733333,11,12,-17.908,-25.4812,-14.9218758837,-19.382605813,-15.972,-18.9108,-21.296,-18.9744,
HCS2401,13.0,26.0,23.0,40.0,25.0,-16.5708474576,-20.3096949153,30,20,-17.908,-20.5412,-15.4025108696,-20.250498913,-16.94,-20.766,-20.328,-17.1192,
CBS0951,38.0,24.0,45.0,16.0,30.0,-16.1278644068,-19.9895186441,27,19,-17.908,-21.0612,-15.4025108696,-20.250498913,-16.94,-20.766,-8.228,-20.1892,
SHP1713,36.0,41.0,15.0,13.0,35.0,-15.2381935484,-19.1902451613,35,28,-16.456,-18.7984,-14.9218758837,-19.382605813,-15.972,-18.9108,-8.228,-23.8292,
IRB2456,48.0,37.0,22.0,17.0,19.0,-15.0362666667,-19.9312177778,22,18,-16.456,-21.1384,-14.9578338462,-19.7247212308,-15.972,-19.9508,-18.876,-21.8764,
GJM2800,38.0,18.0,19.0,20.0,33.0,-14.7578983051,-20.4795322034,26,29,-15.972,-22.0308,-15.0351142857,-20.0305742857,-16.456,-20.6184,-19.36,-18.904,
XJM3874,32.0,35.0,23.0,22.0,33.0,-14.005106383,-19.9262978723,24,26,-11.132,-17.9548,-14.9578338462,-19.7247212308,-15.972,-19.9508,-21.78,-14.962,
SCR2455,22.0,39.0,16.0,41.0,20.0,-15.0147555556,-19.6473244444,23,18,-16.456,-20.0984,-14.9578338462,-19.7247212308,-15.972,-19.9508,-18.876,-21.8764,
KSB1599,39.0,37.0,23.0,22.0,27.0,-14.2985084746,-20.0485898305,28,29,-15.972,-20.4708,-15.4025108696,-20.250498913,-16.94,-20.766,-20.328,-18.1592,
THG3271,50.0,40.0,17.0,18.0,34.0,-14.1124210526,-19.7759859649,29,30,-12.584,-18.9176,-15.0351142857,-20.0305742857,-16.456,-20.6184,-20.328,-32.1992,
SWS0823,33.0,34.0,47.0,40.0,29.0,-15.0457241379,-19.9731517241,25,30,-15.004,-20.1756,-14.9218758837,-19.382605813,-15.972,-18.9108,-9.68,-12.832,
BCZ1345,43.0,39.0,41.0,29.0,36.0,-15.532,-19.3675272727,23,18,-16.214,-17.6846,-14.9578338462,-19.7247212308,-15.972,-19.9508,-16.456,-23.2184,
BMB0007,22.0,17.0,39.0,26.0,27.0,0,0,0,0,0,0,0,0,0,0,-10.164,-11.9396,
AZB1225,18.0,17.0,17.0,22.0,24.0,-14.9609777778,-20.0469244444,24,22,-15.972,-19.4308,-15.1798119658,-19.8936598291,-16.456,-20.6184,-22.264,-28.6296,
HLM1564,34.0,22.0,21.0,38.0,30.0,-16.0512,-20.0411345455,30,20,-17.424,-19.3536,-15.0351142857,-20.0305742857,-16.456,-20.6184,-21.296,-24.6944,
HQF1912,40.0,39.0,15.0,48.0,31.0,-16.4214285714,-20.1373809524,20,14,-17.424,-20.9136,-14.9578338462,-19.7247212308,-15.972,-19.9508,-20.328,-29.0792,
AGM0133,41.0,39.0,19.0,34.0,31.0,0,0,0,0,0,0,-16.94,-21.9793333333,-18.634,-23.8826,-23.716,-26.4724,
JZE2902,30.0,12.0,43.0,32.0,24.0,-16.6856949153,-20.4152271186,30,20,-17.908,-20.5412,-15.4025108696,-20.250498913,-16.94,-20.766,-12.584,-24.6376,
VAB1102,46.0,35.0,22.0,17.0,20.0,-14.784,-20.5576,20,21,-15.73,-22.217,-15.1798119658,-19.8936598291,-16.456,-20.6184,-19.36,-19.424,
PIG2047,25.0,39.0,39.0,48.0,21.0,-14.7338604651,-21.0122883721,16,18,-16.456,-22.6984,-15.1798119658,-19.8936598291,-16.456,-20.6184,-15.488,-23.4432,
JRB0025,18.0,43.0,50.0,34.0,24.0,0,0,0,0,0,0,-16.456,-18.1917333333,-19.36,-21.504,-19.36,-21.504,
RAW3461,44.0,39.0,38.0,15.0,24.0,-15.1434576271,-19.5835525424,32,26,-16.456,-18.5384,-14.8882043011,-19.4707172043,-16.456,-19.0584,-14.52,-27.308,
DXM2433,24.0,42.0,11.0,42.0,22.0,-14.9275789474,-19.0028210526,10,10,-14.52,-18.988,-15.3290048309,-19.4859207729,-16.94,-19.206,-8.712,-23.4568,
AYS0110,33.0,34.0,22.0,19.0,38.0,-14.8749333333,-18.8420177778,25,22,-15.488,-16.1632,-14.9218758837,-19.382605813,-15.972,-18.9108,-10.164,-26.4996,
GWC0137,40.0,21.0,45.0,25.0,40.0,0,0,0,0,0,0,-16.94,-21.9793333333,-18.634,-23.8826,-23.716,-26.4724,
MEA3886,18.0,41.0,23.0,48.0,27.0,-13.9433191489,-19.6197957447,25,26,-11.132,-17.9548,-14.9578338462,-19.7247212308,-15.972,-19.9508,-6.776,-25.4664,
LYF3449,42.0,46.0,21.0,35.0,33.0,-15.0860338983,-19.3897694915,33,26,-16.456,-18.5384,-14.8882043011,-19.4707172043,-16.456,-19.0584,-14.52,-27.308,
KAA2150,44.0,42.0,22.0,30.0,21.0,-14.6983157895,-21.9708,18,27,-15.972,-23.5908,-14.9218758837,-19.382605813,-15.972,-18.9108,-18.876,-23.4364,
WLG0406,42.0,17.0,47.0,34.0,30.0,-16.1852881356,-19.8483864407,28,19,-17.908,-21.0612,-15.4025108696,-20.250498913,-16.94,-20.766,-9.196,-13.2044,
HMP3391,43.0,20.0,13.0,37.0,32.0,-15.2993220339,-19.4371864407,33,25,-16.456,-18.5384,-14.8882043011,-19.4707172043,-16.456,-19.0584,-16.456,-16.9784,
JEL2887,13.0,47.0,24.0,23.0,26.0,-16.3985762712,-20.4069898305,29,21,-17.908,-21.0612,-15.4025108696,-20.250498913,-16.94,-20.766,-12.584,-24.6376,
ZBW0132,23.0,20.0,20.0,47.0,33.0,0,0,0,0,0,0,-14.9218758837,-19.382605813,-15.972,-18.9108,-19.36,-11.104,
HKH0204,42.0,40.0,39.0,47.0,27.0,-14.9956551724,-19.8951241379,25,30,-15.004,-20.1756,-14.9218758837,-19.382605813,-15.972,-18.9108,-17.908,-25.7412,
CHF1005,44.0,39.0,38.0,40.0,30.0,-13.9735483871,-18.8213548387,18,16,-15.004,-18.6156,-14.9218758837,-19.382605813,-15.972,-18.9108,-9.68,-27.392,
ZAN1931,38.0,17.0,38.0,30.0,32.0,-14.9814883721,-21.3054790698,16,17,-16.456,-23.2184,-15.1798119658,-19.8936598291,-16.456,-20.6184,-17.908,-22.6212,
CWF1289,34.0,44.0,42.0,43.0,36.0,-16.0666956522,-18.7362,26,16,-18.15,-18.015,-14.9218758837,-19.382605813,-15.972,-18.9108,-21.296,-17.9344,
OMB2053,45.0,41.0,34.0,22.0,30.0,-14.7113488372,-21.3198418605,15,18,-16.456,-23.2184,-15.1798119658,-19.8936598291,-16.456,-20.6184,-15.488,-23.4432,
MSW0973,15.0,13.0,41.0,18.0,25.0,-15.4007213115,-18.762157377,37,28,-17.424,-17.2736,-14.8882043011,-19.4707172043,-16.456,-19.0584,-21.296,-28.3344,
OEJ1648,39.0,30.0,24.0,28.0,23.0,-14.3559322034,-20.013220339,28,28,-15.972,-20.4708,-15.4025108696,-20.250498913,-16.94,-20.766,-20.328,-17.1192,
AYL1635,10.0,46.0,41.0,37.0,42.0,-14.8204137931,-19.2051310345,32,26,-16.456,-18.5384,-14.8882043011,-19.4707172043,-16.456,-19.0584,-19.844,-14.3716,
OGW3384,32.0,43.0,19.0,41.0,31.0,-15.1106440678,-19.3443932203,33,26,-16.456,-18.5384,-14.8882043011,-19.4707172043,-16.456,-19.0584,-16.456,-16.9784,
RKA2561,14.0,40.0,42.0,38.0,26.0,-15.004,-19.6787111111,23,18,-16.456,-20.0984,-14.9578338462,-19.7247212308,-15.972,-19.9508,-7.744,-13.2816,
BCB2072,47.0,23.0,30.0,22.0,31.0,-15.8214222222,-20.0435466667,19,18,-17.424,-20.9136,-15.1798119658,-19.8936598291,-16.456,-20.6184,-24.2,-22.98,
CMA1475,40.0,42.0,47.0,24.0,26.0,-14.3559322034,-19.2640677966,31,28,-16.456,-19.0584,-14.9218758837,-19.382605813,-15.972,-18.9108,-6.776,-12.4664,
WAF3438,15.0,42.0,25.0,50.0,39.0,-15.1330666667,-21.33296,22,25,-15.972,-24.1108,-15.4025108696,-20.250498913,-16.94,-20.766,-19.844,-25.8116,
IJC3881,38.0,16.0,40.0,28.0,31.0,-14.2007659574,-19.9195829787,24,25,-12.584,-18.3976,-14.9578338462,-19.7247212308,-15.972,-19.9508,-6.776,-25.4664,
RJH0219,39.0,23.0,45.0,22.0,33.0,-14.4253043478,-20.010426087,21,25,-14.52,-21.848,-14.9578338462,-19.7247212308,-15.972,-19.9508,-21.78,-26.402,
AKS3705,43.0,46.0,21.0,39.0,16.0,-15.2583050847,-20.5087457627,25,28,-16.94,-23.366,-15.0351142857,-20.0305742857,-16.456,-20.6184,-17.908,-22.6212,
RKH3803,50.0,38.0,19.0,11.0,34.0,-14.4009836066,-19.5313770492,28,32,-14.52,-21.588,-14.8882043011,-19.4707172043,-16.456,-19.0584,-16.94,-30.646,
JIW2086,42.0,22.0,10.0,15.0,30.0,-14.7156595745,-19.8995829787,25,26,-14.52,-18.988,-14.9218758837,-19.382605813,-15.972,-18.9108,-19.844,-25.2916,
PGM0342,24.0,23.0,41.0,16.0,31.0,-15.1814666667,-20.7150533333,26,24,-16.698,-22.2522,-15.0351142857,-20.0305742857,-16.456,-20.6184,-8.228,-11.8692,
ELB3697,18.0,21.0,50.0,17.0,33.0,-15.4633898305,-20.7651864407,24,27,-17.908,-24.1812,-15.0351142857,-20.0305742857,-16.456,-20.6184,-17.908,-22.6212,
DMM2063,39.0,18.0,48.0,38.0,28.0,-15.8752,-19.8750577778,20,18,-17.424,-20.9136,-15.1798119658,-19.8936598291,-16.456,-20.6184,-24.2,-22.98,
EZP3568,24.0,15.0,38.0,27.0,31.0,-13.8391186441,-18.5688338983,34,36,-13.552,-17.1328,-14.9218758837,-19.382605813,-15.972,-18.9108,-8.712,-18.2568,
